Customer_ID,Name,City,Premium_Member
111,Aarav Gupta,Bangalore,False
112,Ananya Sharma,Delhi,False
113,Ananya Gupta,Noida,False
114,Advik Sharma,Noida,False
115,Vihaan Gupta,Mumbai,False
116,Aarav Patel,Ahmedabad,False
117,Saanvi Verma,Chennai,False
118,Saanvi Gupta,Kolkata,False
119,Aarav Gupta,Ahmedabad,False
120,Diya Gupta,Noida,False
121,Advik Verma,Hyderabad,False
122,Diya Verma,Kolkata,False
123,Diya Patel,Mumbai,False
124,Vihaan Singh,Kolkata,False
125,Ananya Singh,Gurgaon,False
126,Vihaan Patel,Gurgaon,False
127,Saanvi Verma,Lucknow,True
128,Advik Patel,Chennai,True
129,Vihaan Gupta,Hyderabad,False
130,Vihaan Sharma,Mumbai,False
131,Diya Patel,Delhi,False
132,Saanvi Patel,Hyderabad,False
133,Diya Singh,Noida,False
134,Saanvi Sharma,Delhi,False
135,Vihaan Verma,Jaipur,False
136,Aarav Patel,Hyderabad,False
137,Aarav Singh,Bangalore,False
138,Saanvi Patel,Ahmedabad,False
139,Diya Patel,Jaipur,False
140,Diya Patel,Gurgaon,False
141,Saanvi Singh,Gurgaon,False
142,Vihaan Gupta,Ahmedabad,False
143,Vihaan Gupta,Gurgaon,True
144,Ananya Verma,Pune,False
145,Advik Sharma,Bangalore,False
146,Diya Verma,Jaipur,False
147,Diya Singh,Chennai,False
148,Diya Sharma,Hyderabad,False
149,Diya Patel,Jaipur,True
150,Advik Singh,Gurgaon,True
151,Ananya Gupta,Noida,False
152,Diya Patel,Jaipur,False
153,Advik Verma,Gurgaon,False
154,Diya Singh,Mumbai,False
155,Saanvi Singh,Jaipur,False
156,Diya Verma,Kolkata,False
157,Diya Patel,Kolkata,False
158,Aarav Singh,Bangalore,False
159,Vihaan Sharma,Pune,False
160,Vihaan Singh,Chennai,False
161,Diya Gupta,Noida,False
162,Aarav Singh,Mumbai,False
163,Aarav Gupta,Hyderabad,False
164,Saanvi Sharma,Mumbai,False
165,Vihaan Sharma,Kolkata,False
166,Vihaan Singh,Lucknow,False
167,Vihaan Singh,Jaipur,False
168,Ananya Verma,Kolkata,False
169,Saanvi Sharma,Bangalore,False
170,Aarav Patel,Mumbai,False
171,Advik Singh,Noida,False
172,Vihaan Sharma,Kolkata,False
173,Saanvi Verma,Delhi,False
174,Ananya Patel,Delhi,False
175,Advik Sharma,Chennai,False
176,Saanvi Gupta,Delhi,False
177,Ananya Sharma,Noida,False
178,Aarav Singh,Chennai,False
179,Diya Verma,Noida,False
180,Advik Gupta,Kolkata,False
181,Advik Singh,Gurgaon,False
182,Saanvi Patel,Pune,False
183,Vihaan Sharma,Pune,False
184,Vihaan Singh,Kolkata,False
185,Diya Gupta,Mumbai,False
186,Ananya Verma,Gurgaon,False
187,Ananya Gupta,Pune,False
188,Saanvi Gupta,Ahmedabad,True
189,Vihaan Sharma,Hyderabad,False
190,Diya Patel,Hyderabad,False
191,Saanvi Singh,Gurgaon,False
192,Aarav Gupta,Hyderabad,False
193,Vihaan Gupta,Lucknow,False
194,Diya Patel,Ahmedabad,False
195,Saanvi Patel,Chennai,False
196,Diya Gupta,Pune,False
197,Aarav Verma,Chennai,False
198,Advik Verma,Hyderabad,False
199,Diya Gupta,Jaipur,False
200,Advik Patel,Pune,False
201,Vihaan Gupta,Hyderabad,False
202,Ananya Sharma,Jaipur,False
203,Ananya Sharma,Mumbai,False
204,Saanvi Verma,Lucknow,False
205,Diya Sharma,Mumbai,False
206,Diya Singh,Gurgaon,False
207,Aarav Gupta,Gurgaon,False
208,Aarav Singh,Gurgaon,True
209,Saanvi Sharma,Bangalore,False
210,Advik Gupta,Delhi,False
211,Aarav Patel,Noida,False
212,Advik Verma,Ahmedabad,False
213,Diya Gupta,Kolkata,False
214,Ananya Patel,Kolkata,True
215,Saanvi Sharma,Hyderabad,False
216,Ananya Sharma,Bangalore,False
217,Advik Sharma,Bangalore,True
218,Diya Patel,Gurgaon,False
219,Vihaan Gupta,Jaipur,False
220,Diya Sharma,Lucknow,False
221,Ananya Patel,Lucknow,False
222,Vihaan Singh,Delhi,False
223,Saanvi Verma,Pune,False
224,Aarav Sharma,Bangalore,False
225,Advik Patel,Pune,False
226,Diya Gupta,Jaipur,False
227,Ananya Patel,Ahmedabad,False
228,Aarav Patel,Mumbai,False
229,Saanvi Gupta,Kolkata,False
230,Aarav Verma,Lucknow,False
231,Advik Patel,Mumbai,False
232,Saanvi Gupta,Kolkata,True
233,Vihaan Singh,Ahmedabad,False
234,Ananya Verma,Kolkata,False
235,Diya Sharma,Gurgaon,False
236,Ananya Gupta,Lucknow,False
237,Vihaan Gupta,Noida,False
238,Ananya Singh,Ahmedabad,True
239,Aarav Gupta,Pune,False
240,Diya Patel,Mumbai,False
241,Advik Singh,Noida,True
242,Advik Gupta,Kolkata,False
243,Saanvi Singh,Mumbai,False
244,Advik Verma,Pune,False
245,Saanvi Singh,Delhi,True
246,Saanvi Patel,Hyderabad,False
247,Ananya Patel,Mumbai,False
248,Aarav Verma,Delhi,False
249,Aarav Verma,Gurgaon,False
250,Ananya Patel,Jaipur,False
251,Diya Singh,Hyderabad,False
252,Vihaan Singh,Hyderabad,False
253,Advik Verma,Delhi,False
254,Diya Gupta,Ahmedabad,False
255,Aarav Gupta,Jaipur,False
256,Advik Patel,Lucknow,False
257,Vihaan Singh,Ahmedabad,False
258,Ananya Patel,Ahmedabad,False
259,Ananya Verma,Jaipur,False
260,Diya Verma,Noida,True
261,Saanvi Singh,Jaipur,False
262,Diya Singh,Lucknow,False
263,Saanvi Verma,Gurgaon,False
264,Vihaan Patel,Kolkata,False
265,Aarav Singh,Delhi,False
266,Diya Sharma,Jaipur,False
267,Saanvi Verma,Delhi,False
268,Ananya Gupta,Kolkata,False
269,Saanvi Sharma,Chennai,False
270,Advik Singh,Chennai,False
271,Diya Patel,Mumbai,False
272,Vihaan Gupta,Hyderabad,False
273,Diya Sharma,Lucknow,False
274,Aarav Singh,Bangalore,False
275,Aarav Sharma,Chennai,False
276,Ananya Gupta,Chennai,False
277,Vihaan Patel,Noida,False
278,Vihaan Verma,Bangalore,True
279,Diya Patel,Lucknow,False
280,Advik Verma,Hyderabad,False
281,Ananya Singh,Pune,False
282,Diya Gupta,Lucknow,False
283,Aarav Singh,Chennai,False
284,Ananya Singh,Jaipur,False
285,Ananya Verma,Noida,False
286,Aarav Verma,Noida,False
287,Advik Gupta,Jaipur,False
288,Saanvi Singh,Pune,True
289,Saanvi Sharma,Kolkata,False
290,Ananya Verma,Kolkata,False
291,Vihaan Verma,Kolkata,False
292,Saanvi Verma,Lucknow,True
293,Saanvi Sharma,Pune,False
294,Aarav Patel,Chennai,False
295,Aarav Gupta,Chennai,False
296,Vihaan Verma,Bangalore,False
297,Ananya Patel,Ahmedabad,False
298,Vihaan Gupta,Gurgaon,False
299,Ananya Gupta,Delhi,False
300,Aarav Verma,Hyderabad,False
301,Saanvi Singh,Ahmedabad,False
302,Diya Sharma,Pune,False
303,Diya Gupta,Lucknow,False
304,Ananya Patel,Noida,False
305,Ananya Sharma,Lucknow,False
306,Aarav Patel,Ahmedabad,False
307,Advik Verma,Lucknow,True
308,Diya Gupta,Lucknow,False
309,Vihaan Sharma,Mumbai,False
310,Diya Sharma,Delhi,False
311,Advik Verma,Noida,False
312,Saanvi Patel,Noida,False
313,Saanvi Verma,Noida,False
314,Diya Patel,Noida,False
315,Ananya Sharma,Jaipur,False
316,Diya Singh,Hyderabad,False
317,Aarav Gupta,Ahmedabad,False
318,Saanvi Gupta,Mumbai,False
319,Vihaan Sharma,Gurgaon,True
320,Vihaan Patel,Mumbai,True
321,Ananya Verma,Bangalore,False
322,Vihaan Sharma,Ahmedabad,False
323,Vihaan Verma,Chennai,False
324,Advik Sharma,Pune,False
325,Vihaan Verma,Ahmedabad,False
326,Vihaan Sharma,Lucknow,False
327,Vihaan Sharma,Chennai,False
328,Vihaan Patel,Chennai,True
329,Ananya Sharma,Bangalore,False
330,Advik Sharma,Jaipur,True
331,Diya Gupta,Ahmedabad,False
332,Diya Patel,Hyderabad,False
333,Aarav Patel,Pune,False
334,Aarav Sharma,Gurgaon,False
335,Diya Sharma,Gurgaon,False
336,Diya Sharma,Delhi,False
337,Vihaan Sharma,Bangalore,False
338,Saanvi Patel,Ahmedabad,False
339,Diya Patel,Ahmedabad,False
340,Advik Patel,Noida,True
341,Saanvi Sharma,Lucknow,False
342,Advik Verma,Noida,False
343,Vihaan Singh,Chennai,False
344,Diya Singh,Jaipur,True
345,Diya Gupta,Lucknow,False
346,Vihaan Singh,Delhi,True
347,Aarav Sharma,Noida,True
348,Saanvi Gupta,Bangalore,False
349,Advik Patel,Ahmedabad,False
350,Aarav Singh,Chennai,False
351,Diya Sharma,Pune,False
352,Ananya Sharma,Kolkata,False
353,Vihaan Singh,Hyderabad,False
354,Ananya Patel,Chennai,False
355,Ananya Patel,Hyderabad,False
356,Advik Patel,Kolkata,False
357,Advik Sharma,Kolkata,False
358,Saanvi Gupta,Mumbai,False
359,Saanvi Gupta,Chennai,False
360,Vihaan Verma,Kolkata,False
361,Aarav Verma,Jaipur,False
362,Aarav Sharma,Jaipur,False
363,Diya Singh,Gurgaon,False
364,Ananya Gupta,Jaipur,False
365,Advik Patel,Delhi,False
366,Vihaan Verma,Kolkata,True
367,Aarav Gupta,Gurgaon,False
368,Diya Patel,Gurgaon,False
369,Vihaan Patel,Delhi,False
370,Aarav Gupta,Lucknow,False
371,Diya Patel,Lucknow,False
372,Vihaan Singh,Kolkata,True
373,Vihaan Gupta,Hyderabad,False
374,Ananya Gupta,Chennai,False
375,Diya Singh,Bangalore,False
376,Advik Verma,Ahmedabad,False
377,Saanvi Gupta,Delhi,False
378,Saanvi Sharma,Noida,True
379,Aarav Gupta,Kolkata,False
380,Diya Singh,Pune,False
381,Aarav Gupta,Bangalore,False
382,Advik Singh,Jaipur,False
383,Aarav Singh,Delhi,False
384,Advik Singh,Ahmedabad,True
385,Ananya Gupta,Hyderabad,False
386,Vihaan Sharma,Ahmedabad,False
387,Advik Patel,Hyderabad,False
388,Ananya Gupta,Jaipur,False
389,Saanvi Verma,Hyderabad,False
390,Ananya Verma,Bangalore,False
391,Saanvi Sharma,Bangalore,False
392,Saanvi Singh,Gurgaon,False
393,Advik Singh,Lucknow,False
394,Advik Patel,Chennai,False
395,Saanvi Gupta,Bangalore,False
396,Diya Singh,Lucknow,False
397,Ananya Patel,Mumbai,False
398,Aarav Gupta,Gurgaon,False
399,Aarav Gupta,Pune,True
400,Aarav Patel,Kolkata,False
401,Diya Patel,Ahmedabad,False
402,Saanvi Sharma,Gurgaon,False
403,Advik Verma,Chennai,False
404,Advik Verma,Mumbai,False
405,Ananya Sharma,Ahmedabad,False
406,Aarav Verma,Jaipur,False
407,Diya Patel,Ahmedabad,False
408,Ananya Gupta,Pune,False
409,Ananya Patel,Mumbai,False
410,Saanvi Gupta,Delhi,False
411,Advik Singh,Pune,False
412,Saanvi Patel,Bangalore,False
413,Advik Verma,Chennai,False
414,Saanvi Singh,Bangalore,False
415,Aarav Gupta,Ahmedabad,False
416,Ananya Verma,Lucknow,False
417,Saanvi Patel,Delhi,False
418,Diya Patel,Chennai,True
419,Ananya Verma,Hyderabad,False
420,Diya Verma,Hyderabad,False
421,Vihaan Sharma,Pune,False
422,Aarav Patel,Ahmedabad,False
423,Advik Sharma,Lucknow,False
424,Advik Verma,Kolkata,False
425,Vihaan Verma,Jaipur,False
426,Vihaan Singh,Mumbai,False
427,Saanvi Verma,Gurgaon,False
428,Saanvi Singh,Hyderabad,False
429,Ananya Singh,Hyderabad,False
430,Advik Singh,Gurgaon,False
431,Diya Patel,Ahmedabad,False
432,Vihaan Verma,Kolkata,False
433,Ananya Sharma,Lucknow,False
434,Ananya Patel,Delhi,False
435,Advik Sharma,Pune,True
436,Vihaan Gupta,Gurgaon,False
437,Vihaan Singh,Delhi,False
438,Vihaan Singh,Chennai,False
439,Diya Sharma,Noida,False
440,Vihaan Singh,Delhi,False
441,Aarav Gupta,Delhi,False
442,Saanvi Gupta,Bangalore,False
443,Ananya Singh,Jaipur,False
444,Saanvi Singh,Gurgaon,False
445,Aarav Sharma,Pune,False
446,Vihaan Patel,Jaipur,False
447,Diya Sharma,Pune,False
448,Aarav Sharma,Hyderabad,False
449,Advik Singh,Delhi,False
450,Diya Patel,Ahmedabad,True
451,Advik Patel,Hyderabad,False
452,Ananya Singh,Mumbai,False
453,Vihaan Patel,Noida,False
454,Saanvi Sharma,Ahmedabad,False
455,Aarav Patel,Ahmedabad,False
456,Advik Patel,Mumbai,False
457,Diya Sharma,Lucknow,False
458,Ananya Gupta,Jaipur,True
459,Aarav Gupta,Hyderabad,False
460,Saanvi Sharma,Kolkata,False
461,Ananya Verma,Mumbai,False
462,Ananya Verma,Lucknow,False
463,Saanvi Singh,Lucknow,False
464,Vihaan Sharma,Jaipur,False
465,Diya Sharma,Pune,False
466,Vihaan Sharma,Chennai,False
467,Advik Singh,Ahmedabad,False
468,Aarav Verma,Pune,False
469,Aarav Gupta,Pune,False
470,Ananya Singh,Noida,False
471,Diya Gupta,Bangalore,False
472,Diya Gupta,Ahmedabad,False
473,Aarav Singh,Delhi,False
474,Vihaan Patel,Pune,False
475,Aarav Gupta,Lucknow,False
476,Diya Patel,Jaipur,False
477,Saanvi Singh,Chennai,False
478,Saanvi Gupta,Kolkata,False
479,Ananya Sharma,Delhi,False
480,Diya Gupta,Ahmedabad,False
481,Saanvi Verma,Mumbai,False
482,Advik Singh,Mumbai,False
483,Vihaan Gupta,Chennai,False
484,Advik Sharma,Kolkata,False
485,Diya Gupta,Chennai,False
486,Aarav Patel,Bangalore,False
487,Diya Gupta,Lucknow,False
488,Aarav Sharma,Jaipur,False
489,Advik Singh,Ahmedabad,False
490,Ananya Singh,Hyderabad,False
491,Ananya Singh,Hyderabad,False
492,Aarav Singh,Bangalore,False
493,Diya Sharma,Lucknow,False
494,Ananya Gupta,Jaipur,True
495,Advik Gupta,Pune,False
496,Saanvi Verma,Chennai,False
497,Aarav Verma,Bangalore,False
498,Diya Sharma,Chennai,False
499,Ananya Singh,Ahmedabad,False
500,Aarav Sharma,Pune,False
501,Saanvi Singh,Ahmedabad,False
502,Diya Patel,Delhi,False
503,Ananya Sharma,Gurgaon,False
504,Advik Gupta,Bangalore,False
505,Advik Patel,Bangalore,False
506,Vihaan Singh,Ahmedabad,False
507,Aarav Sharma,Ahmedabad,False
508,Vihaan Verma,Chennai,False
509,Vihaan Gupta,Ahmedabad,False
510,Aarav Gupta,Hyderabad,False
511,Advik Gupta,Bangalore,False
512,Advik Patel,Delhi,False
513,Vihaan Patel,Kolkata,False
514,Saanvi Patel,Jaipur,False
515,Ananya Patel,Mumbai,False
516,Aarav Sharma,Mumbai,False
517,Advik Gupta,Lucknow,False
518,Advik Singh,Kolkata,False
519,Diya Patel,Pune,False
520,Ananya Singh,Hyderabad,False
521,Saanvi Singh,Pune,False
522,Saanvi Sharma,Bangalore,False
523,Diya Singh,Hyderabad,False
524,Vihaan Gupta,Jaipur,False
525,Ananya Singh,Bangalore,False
526,Advik Patel,Delhi,False
527,Diya Sharma,Pune,False
528,Vihaan Sharma,Mumbai,False
529,Diya Patel,Noida,False
530,Vihaan Gupta,Kolkata,False
531,Vihaan Verma,Gurgaon,False
532,Diya Singh,Pune,False
533,Aarav Singh,Ahmedabad,False
534,Vihaan Verma,Kolkata,False
535,Aarav Gupta,Gurgaon,False
536,Saanvi Singh,Pune,False
537,Aarav Singh,Bangalore,False
538,Saanvi Gupta,Noida,False
539,Diya Sharma,Kolkata,False
540,Ananya Patel,Pune,True
541,Advik Singh,Ahmedabad,False
542,Advik Patel,Delhi,False
543,Aarav Singh,Chennai,False
544,Ananya Patel,Chennai,False
545,Vihaan Patel,Ahmedabad,False
546,Aarav Sharma,Mumbai,False
547,Ananya Singh,Ahmedabad,False
548,Advik Patel,Bangalore,False
549,Advik Gupta,Bangalore,False
550,Advik Gupta,Kolkata,False
551,Advik Patel,Gurgaon,False
552,Ananya Singh,Mumbai,False
553,Saanvi Sharma,Noida,False
554,Saanvi Sharma,Kolkata,False
555,Saanvi Patel,Kolkata,False
556,Aarav Patel,Gurgaon,False
557,Saanvi Patel,Noida,False
558,Saanvi Verma,Mumbai,False
559,Saanvi Sharma,Hyderabad,True
560,Ananya Singh,Bangalore,False
561,Vihaan Singh,Ahmedabad,False
562,Diya Sharma,Jaipur,False
563,Vihaan Patel,Chennai,False
564,Diya Patel,Noida,False
565,Vihaan Singh,Ahmedabad,False
566,Ananya Gupta,Kolkata,False
567,Vihaan Gupta,Ahmedabad,False
568,Ananya Gupta,Jaipur,False
569,Saanvi Singh,Chennai,False
570,Advik Gupta,Pune,False
571,Saanvi Patel,Noida,False
572,Diya Gupta,Bangalore,False
573,Ananya Sharma,Chennai,False
574,Saanvi Gupta,Jaipur,False
575,Vihaan Patel,Pune,False
576,Saanvi Gupta,Bangalore,False
577,Saanvi Patel,Hyderabad,False
578,Saanvi Patel,Hyderabad,False
579,Aarav Sharma,Noida,False
580,Diya Sharma,Lucknow,False
581,Aarav Patel,Bangalore,False
582,Diya Singh,Lucknow,False
583,Ananya Gupta,Pune,False
584,Aarav Patel,Hyderabad,False
585,Saanvi Sharma,Bangalore,False
586,Vihaan Sharma,Noida,False
587,Vihaan Gupta,Mumbai,True
588,Advik Patel,Delhi,False
589,Ananya Gupta,Gurgaon,False
590,Advik Patel,Gurgaon,False
591,Vihaan Patel,Gurgaon,False
592,Aarav Gupta,Bangalore,False
593,Saanvi Gupta,Jaipur,False
594,Saanvi Gupta,Pune,False
595,Vihaan Verma,Kolkata,False
596,Diya Singh,Ahmedabad,False
597,Diya Sharma,Bangalore,False
598,Diya Gupta,Hyderabad,True
599,Diya Verma,Gurgaon,False
600,Ananya Gupta,Kolkata,False
601,Aarav Gupta,Lucknow,False
602,Vihaan Sharma,Lucknow,False
603,Ananya Verma,Noida,False
604,Saanvi Gupta,Jaipur,False
605,Ananya Gupta,Kolkata,False
606,Vihaan Singh,Bangalore,False
607,Advik Gupta,Noida,False
608,Diya Patel,Lucknow,False
609,Vihaan Patel,Delhi,False
610,Advik Gupta,Delhi,False
611,Aarav Sharma,Ahmedabad,False
612,Vihaan Patel,Ahmedabad,False
613,Ananya Patel,Gurgaon,False
614,Vihaan Patel,Gurgaon,True
615,Advik Singh,Mumbai,False
616,Advik Singh,Gurgaon,False
617,Advik Singh,Lucknow,False
618,Saanvi Sharma,Noida,False
619,Aarav Verma,Kolkata,True
620,Diya Gupta,Jaipur,True
621,Aarav Sharma,Gurgaon,True
622,Diya Verma,Bangalore,False
623,Saanvi Singh,Chennai,False
624,Diya Singh,Noida,False
625,Saanvi Patel,Bangalore,False
626,Ananya Sharma,Bangalore,False
627,Diya Patel,Bangalore,False
628,Vihaan Sharma,Mumbai,False
629,Diya Patel,Noida,False
630,Vihaan Verma,Gurgaon,False
631,Ananya Verma,Jaipur,False
632,Aarav Singh,Kolkata,False
633,Aarav Verma,Hyderabad,True
634,Advik Sharma,Gurgaon,False
635,Saanvi Sharma,Hyderabad,False
636,Diya Singh,Hyderabad,False
637,Aarav Verma,Ahmedabad,False
638,Vihaan Patel,Chennai,False
639,Saanvi Gupta,Hyderabad,False
640,Vihaan Patel,Hyderabad,False
641,Ananya Sharma,Ahmedabad,False
642,Saanvi Verma,Lucknow,False
643,Advik Singh,Mumbai,False
644,Saanvi Singh,Ahmedabad,False
645,Diya Singh,Bangalore,False
646,Vihaan Patel,Gurgaon,False
647,Vihaan Gupta,Jaipur,False
648,Diya Sharma,Ahmedabad,False
649,Diya Patel,Ahmedabad,False
650,Vihaan Gupta,Hyderabad,False
651,Aarav Singh,Chennai,True
652,Saanvi Verma,Mumbai,False
653,Saanvi Patel,Kolkata,True
654,Aarav Verma,Kolkata,False
655,Advik Verma,Gurgaon,False
656,Ananya Gupta,Mumbai,False
657,Vihaan Sharma,Jaipur,False
658,Diya Verma,Jaipur,False
659,Vihaan Singh,Hyderabad,False
660,Ananya Singh,Gurgaon,False
661,Ananya Gupta,Pune,False
662,Diya Singh,Delhi,False
663,Saanvi Singh,Chennai,False
664,Ananya Gupta,Noida,True
665,Vihaan Verma,Mumbai,False
666,Advik Patel,Jaipur,False
667,Vihaan Verma,Chennai,False
668,Advik Verma,Gurgaon,False
669,Saanvi Gupta,Pune,False
670,Diya Singh,Gurgaon,False
671,Ananya Verma,Bangalore,False
672,Diya Verma,Ahmedabad,False
673,Aarav Patel,Mumbai,False
674,Aarav Sharma,Mumbai,False
675,Saanvi Verma,Delhi,False
676,Aarav Verma,Ahmedabad,False
677,Aarav Patel,Lucknow,False
678,Advik Singh,Lucknow,False
679,Aarav Patel,Ahmedabad,False
680,Aarav Patel,Jaipur,False
681,Ananya Sharma,Ahmedabad,False
682,Saanvi Singh,Bangalore,False
683,Aarav Patel,Bangalore,False
684,Advik Patel,Pune,False
685,Ananya Singh,Delhi,False
686,Diya Singh,Kolkata,False
687,Saanvi Verma,Pune,False
688,Aarav Sharma,Delhi,False
689,Diya Patel,Gurgaon,True
690,Aarav Verma,Delhi,False
691,Diya Gupta,Kolkata,False
692,Aarav Patel,Mumbai,False
693,Saanvi Patel,Gurgaon,False
694,Aarav Gupta,Ahmedabad,False
695,Aarav Verma,Chennai,True
696,Vihaan Patel,Bangalore,False
697,Saanvi Singh,Delhi,False
698,Advik Verma,Kolkata,False
699,Diya Patel,Chennai,False
700,Saanvi Verma,Jaipur,False
701,Advik Gupta,Mumbai,True
702,Vihaan Sharma,Chennai,False
703,Advik Patel,Noida,False
704,Ananya Sharma,Lucknow,False
705,Diya Singh,Hyderabad,False
706,Diya Singh,Bangalore,False
707,Saanvi Singh,Delhi,False
708,Ananya Verma,Jaipur,True
709,Ananya Verma,Noida,False
710,Saanvi Verma,Jaipur,False
711,Ananya Sharma,Delhi,True
712,Ananya Singh,Chennai,False
713,Aarav Verma,Delhi,False
714,Diya Patel,Ahmedabad,False
715,Aarav Sharma,Delhi,False
716,Aarav Patel,Kolkata,False
717,Diya Sharma,Pune,False
718,Aarav Patel,Hyderabad,False
719,Vihaan Singh,Bangalore,False
720,Ananya Gupta,Gurgaon,False
721,Vihaan Singh,Pune,False
722,Diya Sharma,Chennai,False
723,Vihaan Singh,Kolkata,False
724,Diya Sharma,Bangalore,False
725,Diya Gupta,Kolkata,False
726,Ananya Singh,Chennai,False
727,Saanvi Patel,Bangalore,False
728,Advik Verma,Gurgaon,False
729,Diya Gupta,Pune,False
730,Saanvi Singh,Kolkata,False
731,Ananya Singh,Pune,False
732,Diya Gupta,Delhi,False
733,Vihaan Patel,Ahmedabad,False
734,Advik Sharma,Jaipur,False
735,Saanvi Verma,Gurgaon,False
736,Saanvi Sharma,Noida,False
737,Vihaan Gupta,Hyderabad,False
738,Vihaan Singh,Noida,True
739,Advik Singh,Kolkata,False
740,Advik Singh,Ahmedabad,True
741,Ananya Patel,Kolkata,False
742,Aarav Sharma,Hyderabad,False
743,Ananya Verma,Lucknow,False
744,Advik Singh,Chennai,False
745,Diya Sharma,Mumbai,True
746,Vihaan Patel,Jaipur,False
747,Advik Patel,Hyderabad,False
748,Diya Singh,Lucknow,False
749,Advik Verma,Chennai,False
750,Diya Sharma,Pune,False
751,Aarav Sharma,Jaipur,False
752,Ananya Gupta,Gurgaon,False
753,Advik Singh,Chennai,False
754,Diya Singh,Chennai,True
755,Aarav Sharma,Mumbai,False
756,Saanvi Sharma,Lucknow,False
757,Saanvi Verma,Ahmedabad,False
758,Vihaan Gupta,Ahmedabad,False
759,Diya Verma,Noida,False
760,Vihaan Singh,Noida,True
761,Advik Verma,Gurgaon,False
